tracking_state,pos_x,pos_y,pos_z,q_x,q_y,q_z,q_w
TrackingState.READY,59.178985595703125,8.921504020690918,33.04778289794922,-0.4953146359300766,-0.49687574120674227,0.502959021153638,0.5047872148478801
TrackingState.READY,57.925254821777344,8.919502258300781,33.0671501159668,-0.4950343406522746,-0.4971514975226712,0.5031832786385236,0.5045671196030506
TrackingState.READY,56.67885971069336,8.916509628295898,33.086517333984375,-0.49467808406485597,-0.4972855189167845,0.5035020446238111,0.5044664477259405
TrackingState.READY,55.440181732177734,8.912591934204102,33.105892181396484,-0.4945081067815877,-0.4975016008089075,0.5037169640413197,0.5042054240652908
TrackingState.READY,54.2138557434082,8.907943725585938,33.122947692871094,-0.4949923070184781,-0.49827059242286975,0.5033992743006868,0.5032873963776852
TrackingState.READY,53.07234573364258,8.901552200317383,33.138370513916016,-0.49619537274698694,-0.5000052715855207,0.5024916195724509,0.5012854004562907
TrackingState.READY,51.940895080566406,8.890279769897461,33.15083694458008,-0.4954207655682595,-0.5005922434841235,0.5036980627822336,0.5002538679078022
TrackingState.READY,50.7806282043457,8.872254371643066,33.1606330871582,-0.4942143875445208,-0.5014743823161675,0.5053437966597627,0.4989020246522447
TrackingState.READY,49.60788345336914,8.847314834594727,33.16837692260742,-0.49362846545841854,-0.5032474623223133,0.5062855704469235,0.4967372050818743
TrackingState.READY,48.43330383300781,8.814043998718262,33.17265319824219,-0.4929062608150119,-0.5053608604171096,0.5074794479892584,0.49408342279048306
TrackingState.READY,47.2657470703125,8.770941734313965,33.174686431884766,-0.4918111696091216,-0.5078458019934928,0.5089032479610488,0.49115364099229625
TrackingState.READY,46.109962463378906,8.721052169799805,33.17405700683594,0.4909038075614448,0.5100057258030408,-0.5098832382548347,-0.48880128346451057
TrackingState.READY,44.96822738647461,8.666009902954102,33.17178726196289,0.490045997055287,0.5117163088567687,-0.5107888605792655,-0.48692512764102514
TrackingState.READY,43.84313201904297,8.606806755065918,33.1689567565918,0.48915510227567854,0.5130848452178696,-0.5117131636432525,-0.48540793738837756
TrackingState.READY,42.73624038696289,8.543777465820312,33.16522979736328,0.4881162043878635,0.5141647736500823,-0.512722758568111,-0.4842442869024394
TrackingState.READY,41.64870071411133,8.477738380432129,33.16165542602539,0.48713339600316385,0.5151111613133291,-0.5136523972004057,-0.483241927857191
TrackingState.READY,40.58091735839844,8.409381866455078,33.1585693359375,0.48618295915838006,0.5159092838795006,-0.5144986804390272,-0.48244673162686186
TrackingState.READY,39.53398132324219,8.339422225952148,33.1561164855957,0.485258220214814,0.5165103658911229,-0.5153109416277966,-0.48186734178572743
TrackingState.READY,38.50815200805664,8.268603324890137,33.15377426147461,0.4844514034600614,0.5169843927878217,-0.5160177842828424,-0.4814141892416654
TrackingState.READY,37.50371170043945,8.197587013244629,33.15193557739258,0.48389318076488913,0.5174325054110143,-0.5165314024007766,-0.4809431383097238
TrackingState.READY,36.51750183105469,8.126763343811035,33.15023422241211,0.4835101258555761,0.517772396941079,-0.5169638002981919,-0.48049779639688867
TrackingState.READY,35.540225982666016,8.05678653717041,33.14850616455078,0.4832947672391824,0.5178172993856223,-0.5171548533879642,-0.48046047707743716
TrackingState.READY,34.57060623168945,7.989068031311035,33.14681625366211,0.48345969092931446,0.5175138496283984,-0.5171161078503858,-0.4806631603222727
TrackingState.READY,33.60964584350586,7.921072959899902,33.146446228027344,0.4831809187302711,0.5172053665231503,-0.5177151650587574,-0.48063064455235116
TrackingState.READY,32.65904235839844,7.853498935699463,33.14636993408203,0.48287171608733515,0.5168385557408272,-0.5182816438099282,-0.4807254422144578
TrackingState.READY,31.719648361206055,7.7864909172058105,33.14647674560547,-0.48263793178243797,-0.5165208470502132,0.5187204968151785,0.4808283348047567
TrackingState.READY,30.792625427246094,7.720389366149902,33.14928436279297,-0.4824520851846018,-0.5161960620759103,0.5190741915022797,0.4809819068474486
TrackingState.READY,29.87908935546875,7.658701419830322,33.15324783325195,-0.4826298376108984,-0.5153064749193655,0.5188503286938553,0.4819979389666865
TrackingState.READY,28.97964096069336,7.601552486419678,33.15700149536133,-0.48306800471168926,-0.5141407693716142,0.5186137402004314,0.4830573056782719
TrackingState.READY,28.095462799072266,7.547443866729736,33.16208267211914,-0.48356547535008865,-0.513251300203767,0.5183746174012881,0.4837616044320321
TrackingState.READY,27.226768493652344,7.495511054992676,33.16949462890625,-0.4838589505839203,-0.5124431297740486,0.5182700196163584,0.48443651952971545
TrackingState.READY,26.374591827392578,7.445483207702637,33.17691421508789,-0.4840023118150359,-0.5117151945057494,0.518260559628324,0.485072483453123
TrackingState.READY,25.539302825927734,7.397241115570068,33.184043884277344,-0.48406974351426857,-0.5110756846755101,0.5182956550315968,0.4856415776298984
TrackingState.READY,24.72166633605957,7.350722312927246,33.19221496582031,-0.48430739672177714,-0.5107577038924276,0.5180710152671321,0.4859787408263795
TrackingState.READY,23.9212703704834,7.306031227111816,33.20048141479492,-0.48463054502886865,-0.5105751334727266,0.5176611714819064,0.4862850804253711
TrackingState.READY,23.139169692993164,7.263777256011963,33.20846939086914,-0.485031689298472,-0.5103312961970877,0.5171663391387398,0.48666744925041566
